SpecName,accGenus,accSpecies,PalmTribe,PalmSubfamily,Climbing,Acaulescence,Errect,UnderstoreyCanopy,StemSolitary,MaxStemHeight_m,MaxStemDia_cm,StemArmed,LeavesArmed,MaxLeafNumber,Max_Blade_Length_m,Max_Rachis_Length_m,Max_Petiole_length_m,AverageFruitLength_cm,MinFruitLength_cm,MaxFruitLength_cm,AverageFruitWidth_cm,MinFruitWidth_cm,MaxFruitWidth_cm,FruitSizeBinary,FruitShape,FruitColor,FruitTexture,FruitColorChange,FruitNotes,Extra reference / note
Calamus leloi,Calamus,leloi,Calameae,Calamoideae,1,0,0,canopy,1,10,1,0,1,,1,,,1.8,,,1.8,,,small,ovoid,chestnut brown,overlapping scales,,,
Calamus leptospadix,Calamus,leptospadix,Calameae,Calamoideae,1,0,0,canopy,0,25,2,0,1,,2,2,,1.5,,,1.5,,,small,ovoid,white or yellowish,overlapping scales,,,
Calamus leptostachys,Calamus,leptostachys,Calameae,Calamoideae,1,0,0,canopy,,,,0,1,,,,,0.9,0.8,1,0.55,,,small,globose,white,overlapping scales,,,Kew herbaria
Calamus lobbianus,Calamus,lobbianus,Calameae,Calamoideae,0,1,0,understorey,1,0.5,3,0,1,,2,2,,3,,,2,,,small,ovoid,"dark brown, grey, black",overlapping scales,,,Kew herbaria
Calamus longipinna,Calamus,longipinna,Calameae,Calamoideae,1,0,0,canopy,0,25,35,1,1,,0.7,,,0.77,,,0.58,,,small,ovoid,"green, bluish green",overlapping scales,,,Kew herbaria
Calamus longisetus,Calamus,longisetus,Calameae,Calamoideae,1,0,0,canopy,0,50,10,0,1,,4,4,,3.5,,,2,,,small,ovoid,"brown, tan",overlapping scales,,,
Calamus longispathus,Calamus,longispathus,Calameae,Calamoideae,1,0,0,canopy,0,7,2,0,1,,3,3,,2.8,,,2,,,small,,green,overlapping scales,,,Kew herbaria
Calamus luridus,Calamus,luridus,Calameae,Calamoideae,1,0,0,canopy,0,20,2,0,1,,1.3,1.3,,1,,,0.8,,,small,,"yellowish; yellowish brown, pale with green sarcotesta",overlapping scales,,,Kew herbaria
Calamus macgregorii,Calamus,macgregorii,Calameae,Calamoideae,1,0,0,canopy,,,,0,1,,,,,,,,,,,,globose,,overlapping scales,,,
Calamus macrochlamys,Calamus,macrochlamys,Calameae,Calamoideae,1,0,0,canopy,0,50,2.6,0,1,,1.05,0.95,,1.1,1,1.15,1.15,1,1.15,small,ovoid,yellowish brown,overlapping scales,,,Kew herbaria
Calamus macrorhynchus,Calamus,macrorhynchus,Calameae,Calamoideae,0,0,1,understorey,0,3,4,0,1,,1,1,,2.7,,,1.5,,,small,,reddish brown,"overlapping scales fringed with dense,brown hairs",,,
Calamus macrosphaerion,Calamus,macrosphaerion,Calameae,Calamoideae,1,0,0,canopy,1,40,5,0,1,,7,,,2.5,,,2.00,,,small,,white,overlapping scales,,,Kew herbaria
Calamus maiadum,Calamus,maiadum,Calameae,Calamoideae,0,0,1,understorey,1,3,5,0,1,,2.2,2.2,,,,,,,,,,,overlapping scales,,,
Calamus malawaliensis,Calamus,malawaliensis,Calameae,Calamoideae,1,0,0,canopy,,7,0.4,0,1,,0.4,,,0.75,0.7,0.8,0.72,,,small,ovoid,"straw-coloured, shiny",overlapping scales,,,Kew herbaria
Calamus manan,Calamus,manan,Calameae,Calamoideae,1,0,0,canopy,1,100,11,0,1,,5,5,,2.8,,,2,,,small,ovoid,yellowish,overlapping scales,,,
Calamus manillensis,Calamus,manillensis,Calameae,Calamoideae,1,0,0,canopy,,,,0,1,,,,,1.9,,,1.75,,,small,,brown,overlapping scales,,,kew herbaria
Calamus marginatus,Calamus,marginatus,Calameae,Calamoideae,1,0,0,canopy,2,15,1.8,0,1,,1.15,,,1.6,,,1.2,,,small,globose,reddish-brown,overlapping scales,,,
Calamus maritimus,Calamus,maritimus,Calameae,Calamoideae,1,0,0,canopy,,,,0,1,,,,,,,,,,,,ovoid,,overlapping scales,,,
Calamus mattanensis,Calamus,mattanensis,Calameae,Calamoideae,1,0,0,canopy,2,15,1.8,0,1,,2,2,,1.5,,,1,,,small,,"green to yellow-whitish, brown",overlapping scales,,,Kew herbaria
Calamus maturbongsii,Calamus,maturbongsii,Calameae,Calamoideae,1,0,0,canopy,0,30,2.2,0,1,,1,1,,1.5,,,1.2,,,small,ovoid,,overlapping scales,,,
Calamus mayrii,Calamus,mayrii,Calameae,Calamoideae,1,0,0,canopy,,,,0,1,,,,,,,,,,,,globose,,overlapping scales,,,
Calamus megaphyllus,Calamus,megaphyllus,Calameae,Calamoideae,1,0,0,canopy,,,,0,1,,,,,1.15,,,0.90,,,small,ovoid,,overlapping scales,,,kew herbaria
Calamus meghalayensis,Calamus,meghalayensis,Calameae,Calamoideae,1,0,0,both,,2,0.6,0,1,,0.3,0.3,,1,,,1,,,small,globose,yellowish,overlapping scales,,,
Calamus melanacanthos,Calamus,melanacanthos,Calameae,Calamoideae,1,0,0,canopy,1,,,0,1,,,,,,,,,,,,,,,,,
Calamus melanochrous,Calamus,melanochrous,Calameae,Calamoideae,1,0,0,canopy,,,,0,1,,1,,,2.4,,,1.8,,,small,ovoid,black,overlapping scales,,,
Calamus melanoloma,Calamus,melanoloma,Calameae,Calamoideae,1,0,0,canopy,,,,0,1,,,,,,,,,,,,globose,,overlapping scales,,,
Calamus melanorhynchus,Calamus,melanorhynchus,Calameae,Calamoideae,1,0,0,canopy,,,,0,1,,,,,1.3,,,1.00,,,small,,,overlapping scales,,,kew herbaria
Calamus merrillii,Calamus,merrillii,Calameae,Calamoideae,1,0,0,canopy,,60,,0,1,,,,,1,,,1,,,small,,"white, grey green",overlapping scales,,,kew herbaria
Calamus mesilauensis,Calamus,mesilauensis,Calameae,Calamoideae,1,0,0,canopy,0,10,0.8,0,1,,0.5,0.5,,2,1.8,,2,2.3,,small,,"deep reddish brown, red",overlapping scales,,,Kew herbaria
Calamus metzianus,Calamus,metzianus,Calameae,Calamoideae,1,0,0,canopy,0,15,2,0,1,,1.5,1.5,,1.7,,,1.1,,,small,,yellow,overlapping scales,,,
Calamus micranthus,Calamus,micranthus,Calameae,Calamoideae,1,0,0,canopy,,,,0,1,,,,,0.9,,,0.82,,,small,,green,overlapping scales,,,Kew herbaria
Calamus microcarpus,Calamus,microcarpus,Calameae,Calamoideae,1,0,0,canopy,,,,0,1,,,,,0.72,,,0.66,,,small,ovoid,yellowish-white,overlapping scales,,,Kew herbaria
Calamus microsphaerion,Calamus,microsphaerion,Calameae,Calamoideae,1,0,0,canopy,1,10,1,0,1,,1.5,,,0.6,,,0.6,,,small,globose,pale green to pale brown,overlapping scales,,,Kew herbaria
Calamus minahassae,Calamus,minahassae,Calameae,Calamoideae,1,0,0,canopy,,,,0,1,,,,,1.24,,,0.85,,,small,,young fruits green,overlapping scales,,,Kew herbaria
Calamus mindorensis,Calamus,mindorensis,Calameae,Calamoideae,1,0,0,canopy,,,,0,1,,,,,0.77,,,0.75,,,small,ovoid,,overlapping scales,,,Kew herbaria
Calamus minor,Calamus,minor,Calameae,Calamoideae,1,0,0,both,0,3,1,0,1,,0.7,0.7,,,,,,,,,,,overlapping scales,,,
Calamus minutus,Calamus,minutus,Calameae,Calamoideae,0,1,0,understorey,1,0.6,1.3,0,1,,0.6,0.6,,0.8,,,0.8,,,small,,"chestnut brown scales, dull",overlapping scales,,,Kew herbaria
Calamus mitis,Calamus,mitis,Calameae,Calamoideae,1,0,0,canopy,,,,0,1,,,,,1.5,,,1.20,,,small,globose,creaming-white,overlapping scales,,,Kew herbaria
Calamus modestus,Calamus,modestus,Calameae,Calamoideae,0,0,1,understorey,0,1.5,2,0,1,,0.8,0.8,,1.5,,,0.6,,,small,,orange-brown,overlapping scales,,,
Calamus mogeae,Calamus,mogeae,Calameae,Calamoideae,1,0,0,both,0,4,8,0,1,,,,,1.4,,,0.75,,,small,ovoid,,overlapping scales,,,
Calamus moorhousei,Calamus,moorhousei,Calameae,Calamoideae,1,0,0,canopy,0,,1.1,0,1,,1,1,,,,,,,,,ovoid,,overlapping scales,,,
Calamus moseleyanus,Calamus,moseleyanus,Calameae,Calamoideae,1,0,0,canopy,,,,0,1,,,,,,,,,,,,,,overlapping scales,,,
Calamus moszkowskianus,Calamus,moszkowskianus,Calameae,Calamoideae,1,0,0,canopy,,,,0,1,,,,,,,,,,,,globose,,overlapping scales,,,
Calamus moti,Calamus,moti,Calameae,Calamoideae,1,0,0,canopy,0,45,5,0,1,,4,3,,1.3,,,1.3,,,small,globose,cream to yellow,overlapping scales,,,
Calamus muelleri,Calamus,muelleri,Calameae,Calamoideae,1,0,0,canopy,0,20,1.6,1,1,,1,0.5,,1.3,,,1.3,1,1.6,small,ovoid,yellow,overlapping scales,,Fruits: yellow at maturity,
Calamus multinervis,Calamus,multinervis,Calameae,Calamoideae,1,0,0,canopy,,,,0,1,,,,,0.93,,,0.67,,,small,globose,young green,overlapping scales,,,Kew herbaria
Calamus multisetosus,Calamus,multisetosus,Calameae,Calamoideae,1,0,0,canopy,,,,0,1,,,,,,,,,,,,,,overlapping scales,,,
Calamus multispicatus,Calamus,multispicatus,Calameae,Calamoideae,1,0,0,canopy,0,5,1.5,0,1,,1.3,1.3,,1,,,1,,,small,,yellowish brown,overlapping scales,,,
Calamus muricatus,Calamus,muricatus,Calameae,Calamoideae,1,0,0,canopy,1,10,1.5,0,1,,0.7,,,1,,,0.98,0.9,1.06,small,ovoid,pale brown,overlapping scales,,,Kew herbaria
Calamus myriacanthus,Calamus,myriacanthus,Calameae,Calamoideae,0,0,1,understorey,1,3,4.5,0,1,,2.5,2.5,,0.5,,,0.50,0.35,,small,,reddish brown,overlapping scales,,,kew herbaria
Calamus myriocarpus,Calamus,myriocarpus,Calameae,Calamoideae,1,0,0,canopy,,,,0,1,,,,,,,,,,,,,,overlapping scales,,,
Calamus myriocladus,Calamus,myriocladus,Calameae,Calamoideae,1,0,0,canopy,,,,0,1,,,,,,,,,,,,,,overlapping scales,,,
Calamus nagbettai,Calamus,nagbettai,Calameae,Calamoideae,1,0,0,canopy,0,25,10,0,1,,3,3,,1.6,,,1,,,small,ovoid,brown,overlapping scales,,,
Calamus nambariensis,Calamus,nambariensis,Calameae,Calamoideae,1,0,0,canopy,0,30,6,0,1,,4,4,,2.4,,,2.5,,,small,ovoid,yellowish brown,overlapping grooved scales,,,
Calamus nannostachys,Calamus,nannostachys,Calameae,Calamoideae,1,0,0,canopy,,,,0,1,,,,,,,,,,,,ovoid,,overlapping scales,,,
Calamus nanodendron,Calamus,nanodendron,Calameae,Calamoideae,0,1,0,understorey,1,1,10,0,1,,2.5,2.5,,2.82,,,3.17,,,small,globose,,overlapping scales,,,Kew herbaria
Calamus neelagiricus,Calamus,neelagiricus,Calameae,Calamoideae,1,0,0,canopy,1,25,5,0,1,,1.8,1.8,,1,,,0.5,,,small,ovoid,yellowish,overlapping scales,,,
Calamus nematospadix,Calamus,nematospadix,Calameae,Calamoideae,1,0,0,canopy,2,10,1.8,0,1,,0.6,,,0.7,,,0.65,,,small,globose,"pale ivory, white",overlapping scales,,,Kew herbaria
Calamus nicobaricus,Calamus,nicobaricus,Calameae,Calamoideae,1,0,0,canopy,0,,1.4,0,1,,0.9,0.9,,,,,,,,,globose,,overlapping scales,,,
Calamus nielsenii,Calamus,nielsenii,Calameae,Calamoideae,1,0,0,both,0,1,0.8,0,1,,0.38,0.38,,,,,,,,,globose,,overlapping scales,,,
Calamus nigricans,Calamus,nigricans,Calameae,Calamoideae,1,0,0,canopy,0,,1.32,0,1,,1,1,,,,,,,,,,,overlapping scales,,,
Calamus occidentalis,Calamus,occidentalis,Calameae,Calamoideae,1,0,0,canopy,1,100,7,0,1,,3,3,,1.85,1.8,1.9,1.3,1.2,1.4,small,ovoid,,overlapping scales,,,
Calamus oligostachys,Calamus,oligostachys,Calameae,Calamoideae,1,0,0,canopy,0,7,1,0,1,,0.6,0.6,,0.7,,,0.7,,,small,,yellowish,overlapping scales,,,
Calamus opacus,Calamus,opacus,Calameae,Calamoideae,1,0,0,canopy,,,,0,1,,,,,0.94,,,0.60,,,small,,,overlapping scales,,,Kew herbaria
Calamus optimus,Calamus,optimus,Calameae,Calamoideae,1,0,0,canopy,0,50,1.5,0,1,,1,1,,1.4,,,1.1,,,small,globose,pale yellowish-brown,overlapping scales,,,
Calamus ornatus,Calamus,ornatus,Calameae,Calamoideae,1,0,0,canopy,0,60,8,0,1,,4.83,4,0.95,3,,,2,,,small,,"black, yellow-brown, deep-brown",overlapping scales,,,Kew herbaria
Calamus orthostachyus,Calamus,orthostachyus,Calameae,Calamoideae,1,0,0,canopy,,,,0,1,,,,,1.33,,,0.71,,,small,,young fruits green,overlapping scales,,,Kew herbaria
Calamus ovoideus,Calamus,ovoideus,Calameae,Calamoideae,1,0,0,canopy,0,100,8,0,1,,4,4,,1.6,,,1,,,small,,yellowish green,overlapping scales,,,
Calamus oxleyanus,Calamus,oxleyanus,Calameae,Calamoideae,1,0,0,canopy,2,15,3,0,1,,2.9,2.5,0.45,1.2,1,1.4,0.85,0.7,1,small,globose,yellowish brown,overlapping scales,,,
Calamus oxycarpus,Calamus,oxycarpus,Calameae,Calamoideae,0,0,1,understorey,0,3,2,0,1,,0.5,0.5,,3,,,1.7,,,small,ovoid,reddish brown,"overlapping scales fringed with dense, brown hairs",,,
Calamus pachypus,Calamus,pachypus,Calameae,Calamoideae,1,0,0,canopy,1,26,6,0,1,,4,4,,1.25,1,1.5,1.1,0.85,1.35,small,,white,overlapping scales,,,Kew herbaria
Calamus pachystachys,Calamus,pachystachys,Calameae,Calamoideae,1,0,0,canopy,,,,0,1,,,,,1.1,,,1.10,,,small,globose,,overlapping scales,,,Kew herbaria
Calamus pachystemonus,Calamus,pachystemonus,Calameae,Calamoideae,1,0,0,canopy,0,15,1,0,1,,0.2,0.2,,0.5,,,0.5,,,small,globose,brown,overlapping scales,,,
Calamus padangensis,Calamus,padangensis,Calameae,Calamoideae,0,0,1,,0,,0.7,0,1,,0.4,0.4,,,,,,,,,globose,,overlapping scales,,,
Calamus palustris,Calamus,palustris,Calameae,Calamoideae,1,0,0,canopy,0,30,5,0,1,,3,3,,1.5,1.2,1.8,1.2,1,1.4,small,globose,yellowish; yellowish white,"overlapping scales, not groowed",,,
Calamus pandanosmus,Calamus,pandanosmus,Calameae,Calamoideae,1,0,0,canopy,0,15,1,0,1,,0.5,0.5,,1.5,,1.7,1.5,,1.9,small,ovoid,brownish,overlapping scales,,,
Calamus papuanus,Calamus,papuanus,Calameae,Calamoideae,1,0,0,canopy,0,15,1,0,1,,0.3,,,,,,,,,,globose,,overlapping scales,,,
Calamus parvulus,Calamus,parvulus,Calameae,Calamoideae,1,0,0,canopy,,,,0,1,,,,,,,,,,,,,,,,,
Calamus paspalanthus,Calamus,paspalanthus,Calameae,Calamoideae,1,0,0,canopy,1,20,1.5,0,1,,1.2,,,1.775,1.75,1.8,1.4,,1.6,small,globose,red-brown,overlapping scales,,,
Calamus paucijugus,Calamus,paucijugus,Calameae,Calamoideae,1,0,0,canopy,,,,0,1,,,,,,,,,,,,ovoid,,overlapping scales,,,
Calamus paulii,Calamus,paulii,Calameae,Calamoideae,0,0,1,understorey,1,1,2.5,0,1,,1.2,1.2,,0.8,,,0.8,,,small,ovoid,brown,overlapping scales,,,kew herbaria
Calamus pedicellatus,Calamus,pedicellatus,Calameae,Calamoideae,1,0,0,canopy,,,,0,1,,,,,,,,,,,,globose,,overlapping scales,,,
Calamus penicillatus,Calamus,penicillatus,Calameae,Calamoideae,1,0,0,canopy,0,40,0.4,0,1,,0.4,0.4,,,,,,,,,globose,,overlapping scales,,,
Calamus perakensis,Calamus,perakensis,Calameae,Calamoideae,2,2,,understorey,1,5,,0,1,,,,,0.95,,,0.66,,,small,,purple-red,overlapping scales,,,Kew herbaria palmpedia
Calamus peregrinus,Calamus,peregrinus,Calameae,Calamoideae,1,0,0,canopy,1,40,9,0,1,,3.5,3.5,,2,,,1.6,,,small,globose,"reddish brown, glossy",overlapping scales,,,
Calamus pholidostachys,Calamus,pholidostachys,Calameae,Calamoideae,1,0,0,canopy,1,30,4,0,1,,2,2,,1.53,1.4,1.65,1.1,0.95,1.25,small,,,overlapping scales,,,
Calamus pilosellus,Calamus,pilosellus,Calameae,Calamoideae,1,0,0,canopy,0,10,0.6,0,1,,0.5,0.5,,0.7,,,0.85,,,small,elongate,"orange, yellow",overlapping scales,,,kew herbaria
Calamus pilosissimus,Calamus,pilosissimus,Calameae,Calamoideae,1,0,0,canopy,,,,0,1,,,,,,,,,,,,,,,,,
Calamus pisicarpus,Calamus,pisicarpus,Calameae,Calamoideae,1,0,0,canopy,,,,0,1,,,,,,,,,,,,globose,,overlapping scales,,,
Calamus platyspathus,Calamus,platyspathus,Calameae,Calamoideae,1,0,0,canopy,0,25,3,0,1,,1.7,1.7,,0.8,,,0.8,,,small,globose,whitish,overlapping scales,,,
Calamus plicatus,Calamus,plicatus,Calameae,Calamoideae,1,0,0,canopy,,,,0,1,,,,,,,,,,,,globose,,overlapping scales,,,
Calamus poensis,Calamus,poensis,Calameae,Calamoideae,1,0,0,canopy,2,5,1.5,0,1,,0.8,0.8,,,,,,,,,ovoid,dark brown?,overlapping scales,,,palmweb
Calamus pogonacanthus,Calamus,pogonacanthus,Calameae,Calamoideae,1,0,0,canopy,0,30,1.5,0,1,,1.1,1.1,,0.8,,,1,,,small,,pale straw-coloured,overlapping scales,,,
Calamus poilanei,Calamus,poilanei,Calameae,Calamoideae,1,0,0,canopy,1,150,7.5,0,1,,3.4,3.4,,2,,,1.4,,,small,globose,brown,overlapping scales,,,
Calamus polycladus,Calamus,polycladus,Calameae,Calamoideae,1,0,0,canopy,,,,0,1,,,,,,,,,,,,,,overlapping scales,,,
Calamus polystachys,Calamus,polystachys,Calameae,Calamoideae,1,0,0,canopy,0,,3.5,0,1,,2.5,2.5,,0.77,0.7,0.84,0.75,0.6,0.8,small,globose,ivory,overlapping scales,,,Kew herbaria palmpedia
Calamus praetermissus,Calamus,praetermissus,Calameae,Calamoideae,1,0,0,canopy,0,25,1.8,0,1,,1.1,,,1.15,1.1,1.2,0.85,0.8,0.9,small,globose,pale brown,overlapping scales,,,
Calamus prasinus,Calamus,prasinus,Calameae,Calamoideae,1,0,0,canopy,1,,3,0,1,,2.2,2.2,,,,,,,,,pyramidal,yellow,overlapping scales,,,
Calamus prattianus,Calamus,prattianus,Calameae,Calamoideae,1,0,0,canopy,,,,0,1,,,,,,,,,,,,globose,,overlapping scales,,,
Calamus pseudofeanus,Calamus,pseudofeanus,Calameae,Calamoideae,1,0,0,canopy,,,4,0,1,,,,,1.5,,,1,,,small,ovoid,yellow,overlapping scales,,,
Calamus pseudomollis,Calamus,pseudomollis,Calameae,Calamoideae,1,0,0,canopy,,,,0,1,,,,,,,,,,,,ovoid,,overlapping scales,,,
Calamus pseudorivalis,Calamus,pseudorivalis,Calameae,Calamoideae,1,0,0,canopy,0,30,3,0,1,,1,1,,1.5,,,1,,,small,,yellowish,overlapping scales,,,
Calamus pseudotenuis,Calamus,pseudotenuis,Calameae,Calamoideae,1,0,0,canopy,0,15,5,0,1,,1.5,1.5,,1.5,,,1.5,,,small,globose,"yellow, white with dark brown margins",overlapping scales,,,Kew herbaria
Calamus pseudoulur,Calamus,pseudoulur,Calameae,Calamoideae,1,0,0,canopy,0,20,2,0,1,,2.4,2.4,,2.2,,,2.10,,,small,globose,red brown,overlapping scales,,,Kew herbaria
Calamus pseudozebrinus,Calamus,pseudozebrinus,Calameae,Calamoideae,1,0,0,canopy,,,,0,1,,,,,,,,,,,,ovoid,,overlapping scales,,,
Calamus psilocladus,Calamus,psilocladus,Calameae,Calamoideae,1,0,0,canopy,1,5,1.2,0,1,,0.55,0.55,,0.8,,,0.8,,,small,globose,ivory,overlapping scales,,,kew herbaria
Calamus pulaiensis,Calamus,pulaiensis,Calameae,Calamoideae,1,0,0,canopy,,,,0,1,,,,,,,,,,,,ovoid,,overlapping scales,,,
Calamus pulcher,Calamus,pulcher,Calameae,Calamoideae,1,0,0,canopy,,,,0,1,,,,,,,,,,,,,,overlapping scales,,,
Calamus pycnocarpus,Calamus,pycnocarpus,Calameae,Calamoideae,1,0,0,canopy,0,30,0.5,0,1,,0.4,0.4,,2.75,2,3.49,1.80,1.5,2.1,small,ovoid,"orange-yellow, chestnut",overlapping scales,,,
Calamus pygmaeus,Calamus,pygmaeus,Calameae,Calamoideae,0,1,0,understorey,0,0.3,1,0,1,,0.75,0.75,,0.75,,,0.75,,,small,ovoid,straw-coloured brown scales,overlapping scales,,,
Calamus quinquenervius,Calamus,quinquenervius,Calameae,Calamoideae,1,0,0,canopy,1,70,,0,1,,2,,,1.95,1.6,2.3,,,,small,ovoid,,overlapping scales,,,
Calamus radiatus,Calamus,radiatus,Calameae,Calamoideae,1,0,0,canopy,0,5,0.7,0,1,,0.2,0.2,,1.2,,,1.2,,,small,,yellow,overlapping scales,,,
Calamus radicalis,Calamus,radicalis,Calameae,Calamoideae,1,0,0,canopy,0,40,4,0,1,,3,,,0.9,,,0.9,0.8,1,small,ovoid,"cream to pale brown, scale margins reddish",overlapping scales,,Fruit: cream to pale brown at maturity,
Calamus radulosus,Calamus,radulosus,Calameae,Calamoideae,1,0,0,canopy,0,15,1.5,0,1,,1.5,1.5,,,,,,,,,,,overlapping scales,,,
Calamus ramulosus,Calamus,ramulosus,Calameae,Calamoideae,1,0,0,canopy,,,,0,1,,,,,,,,,,,,,,overlapping scales,,,
Calamus reinwardtii,Calamus,reinwardtii,Calameae,Calamoideae,1,0,0,canopy,,,,0,1,,,,,,,,,,,,,,overlapping scales,,,
Calamus renukae,Calamus,renukae,Calameae,Calamoideae,1,0,0,canopy,,,,0,1,,,,,,,,,,,,,,,,,
Calamus reticulatus,Calamus,reticulatus,Calameae,Calamoideae,1,0,0,canopy,,,,0,1,,,,,,,,,,,,ovoid,cream,overlapping scales,,,Kew herbaria
Calamus reyesianus,Calamus,reyesianus,Calameae,Calamoideae,1,0,0,canopy,0,,,0,1,,,,,2,,,2,,,small,,white,overlapping scales,,,
Calamus rhabdocladus,Calamus,rhabdocladus,Calameae,Calamoideae,1,0,0,canopy,0,40,6,0,1,,1.5,1.5,,1.4,,,0.8,,,small,,reddish or yellowish,overlapping scales,,,
Calamus rheedei,Calamus,rheedei,Calameae,Calamoideae,1,0,0,canopy,0,,1.3,0,1,,0.8,0.8,,2.2,,,1.5,,,small,globose,brown,overlapping spinelike scales,,,
Calamus rhomboideus,Calamus,rhomboideus,Calameae,Calamoideae,1,0,0,canopy,,,,0,1,,,,,2.45,,,2.00,,,small,,orange,overlapping scales,,,Kew herbaria
Calamus rhytidomus,Calamus,rhytidomus,Calameae,Calamoideae,1,0,0,canopy,0,,2.09,0,1,,,,,1.5,,,1.1,,,small,ovoid,,overlapping scales,,,
Calamus ridleyanus,Calamus,ridleyanus,Calameae,Calamoideae,1,0,0,canopy,0,30,1,0,1,,1.3,1.3,,1.25,,,0.68,,,small,globose,pale brown when young,overlapping scales,,,Kew herbaria
Calamus robinsonianus,Calamus,robinsonianus,Calameae,Calamoideae,1,0,0,canopy,,,,0,1,,,,,,,,,,,,ovoid,,overlapping scales,,,
Calamus rotang,Calamus,rotang,Calameae,Calamoideae,1,0,0,canopy,0,30,2,0,1,,0.8,0.8,,1.5,,,1.5,,,small,ovoid,"orange-red, violet to black",overlapping scales,,,Kew herbaria
Calamus rudentum,Calamus,rudentum,Calameae,Calamoideae,1,0,0,canopy,0,75,7,0,1,,3,3,,2,,,1.5,,,small,ovoid,yellowish,overlapping grooved scales,,,
Calamus rugosus,Calamus,rugosus,Calameae,Calamoideae,1,0,0,canopy,1,8,0.6,0,1,,0.8,0.8,,,,,,,,,ovoid,,overlapping scales,,,
Calamus rumphii,Calamus,rumphii,Calameae,Calamoideae,1,0,0,canopy,,,,0,1,,,,,,,,,,,,ovoid,,overlapping scales,,,
Calamus ruvidus,Calamus,ruvidus,Calameae,Calamoideae,1,0,0,canopy,2,25,2.5,0,1,,0.8,0.8,,,,,,,,,globose,,overlapping scales,,,
Calamus sabalensis,Calamus,sabalensis,Calameae,Calamoideae,0,1,0,understorey,0,0,3,0,1,,2,2,,0.9,,,0.9,,,small,ovoid,red-brown,overlapping scales,,,kew herbaria
Calamus sabensis,Calamus,sabensis,Calameae,Calamoideae,1,0,0,canopy,,,3.6,0,1,,,,,,,,,,,,globose,,overlapping scales,,,
Calamus salicifolius,Calamus,salicifolius,Calameae,Calamoideae,0,0,1,understorey,0,2,0.8,0,1,,0.3,0.3,,1,,,1,,,small,,yellowish brown,overlapping scales,,,
Calamus samian,Calamus,samian,Calameae,Calamoideae,1,0,0,canopy,,,,0,1,,,,,,,,,,,,ovoid,,overlapping scales,,,
Calamus sarawakensis,Calamus,sarawakensis,Calameae,Calamoideae,1,0,0,canopy,0,30,0.5,0,1,,0.6,0.6,,1.3,,,0.6,,,small,elongate,pale brown,overlapping scales,,,
Calamus scabridulus,Calamus,scabridulus,Calameae,Calamoideae,1,0,0,canopy,0,20,1.2,0,1,,,,,,,,,,,,globose,,overlapping scales,,,
Calamus scabrispathus,Calamus,scabrispathus,Calameae,Calamoideae,1,0,0,canopy,,,,0,1,,,,,,,,,,,,ovoid,,overlapping scales,,,
Calamus schaeferianus,Calamus,schaeferianus,Calameae,Calamoideae,1,0,0,canopy,,,,0,1,,,,,,,,,,,,globose,,overlapping scales,,,
Calamus schistoacanthus,Calamus,schistoacanthus,Calameae,Calamoideae,1,0,0,canopy,0,,0.99,0,1,,,,,1.3,,,0.9,,,small,globose,"straw-brown, yellow-brown",overlapping scales,,,palmweb
Calamus schlechterianus,Calamus,schlechterianus,Calameae,Calamoideae,1,0,0,canopy,2,8,2.2,1,1,,1.73,1.32,,,,,,,,,,,overlapping scales,,,
Calamus scipionum,Calamus,scipionum,Calameae,Calamoideae,1,0,0,canopy,0,50,7,0,1,,2.3,2.3,,1.4,,1.4,0.9,,,small,globose,greenish,overlapping scales,,,
Calamus scleracanthus,Calamus,scleracanthus,Calameae,Calamoideae,1,0,0,canopy,,,,0,1,,,,,1.1,,,1.00,,,small,ovoid,,overlapping scales,,,kew herbaria
Calamus sedens,Calamus,sedens,Calameae,Calamoideae,0,1,0,understorey,1,2,6,0,1,,2,2,,0.8,,,0.8,,,small,,red-brown,overlapping scales,,,
Calamus semierectus,Calamus,semierectus,Calameae,Calamoideae,1,0,0,canopy,1,15,5,0,1,,2,2,,1.5,,,1,,,small,globose,brown,overlapping scales,,,
Calamus semoi,Calamus,semoi,Calameae,Calamoideae,1,0,0,canopy,,20,1.2,0,1,,2,2,,1.8,,,2.10,,,small,ovoid,orange-red,overlapping scales,,,kew herbaria
Calamus senalingensis,Calamus,senalingensis,Calameae,Calamoideae,1,0,0,canopy,1,15,0.9,0,1,,1,1,,,,,,,,,globose,,overlapping scales,,,
Calamus sepikensis,Calamus,sepikensis,Calameae,Calamoideae,1,0,0,canopy,,,,0,1,,,,,,,,,,,,ovoid,,overlapping scales,,,
Calamus seriatus,Calamus,seriatus,Calameae,Calamoideae,1,0,0,canopy,,,,0,1,,,,,,,,,,,,,,,,,
Calamus serrulatus,Calamus,serrulatus,Calameae,Calamoideae,1,0,0,canopy,,,,0,1,,,,,,,,,,,,globose,,overlapping scales,,,
Calamus sessilifolius,Calamus,sessilifolius,Calameae,Calamoideae,1,0,0,canopy,,,,0,1,,,,,,,,,,,,ovoid,,overlapping scales,,,
Calamus setulosus,Calamus,setulosus,Calameae,Calamoideae,1,0,0,canopy,0,,1.1,0,1,,0.85,0.85,,,,,,,,,,,overlapping scales,,,
